anggota_kk,pendapatan,kondisi_rumah,sumber_air_minum,akses_listrik,kepemilikan_aset,pekerjaan,status_kepemilikan_rumah,penghasilan_dibawah_ump,aset_produktif,akses_pendidikan,akses_kesehatan,akses_sanitasi,akses_listrik_ump,rumah_tidak_layak_huni,skor_kemiskinan,kategori_asesmen,rekomendasi_bantuan
1,5201800,Semi Permanen,Sumur,Listrik Non-PLN,Ada,Pedagang Kecil,Sewa,0,1,1,0,1,0,0,25,Tidak Miskin,Tidak Layak Menerima
1,742693,Tidak Permanen,Sumur,Tidak Ada,Tidak Ada,Pedagang Kecil,Kontrak,1,1,1,1,0,1,1,65,Miskin,PKH
7,5006960,Permanen,Sungai,Tidak Ada,Tidak Ada,Petani,Sewa,0,0,1,1,1,1,0,30,Rentan Miskin,BLT
6,6146715,Permanen,Sumur,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,0,0,0,1,0,1,0,35,Rentan Miskin,BLT
1,6719256,Semi Permanen,Sumur,Tidak Ada,Ada,Buruh Harian Lepas,Milik Sendiri,0,1,0,0,1,1,0,10,Tidak Miskin,Tidak Layak Menerima
8,2690499,Semi Permanen,Sumur,Tidak Ada,Ada,Buruh Harian Lepas,Kontrak,1,0,1,1,1,1,0,50,Miskin,PKH
6,8084209,Tidak Permanen,Sungai,PLN,Ada,Buruh Harian Lepas,Sewa,0,0,1,0,0,0,1,70,Sangat Miskin,Bantuan Sembako
4,6400080,Permanen,PAM,Listrik Non-PLN,Ada,Petani,Sewa,0,0,1,0,1,0,0,35,Rentan Miskin,BLT
8,9006493,Tidak Permanen,Sungai,Listrik Non-PLN,Ada,Petani,Milik Sendiri,0,1,0,0,1,0,1,45,Rentan Miskin,BLT
2,3802345,Semi Permanen,PAM,PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,1,0,0,1,1,0,0,50,Miskin,PKH
3,8984076,Permanen,Sungai,Listrik Non-PLN,Ada,Buruh Harian Lepas,Kontrak,0,1,1,1,0,0,0,35,Rentan Miskin,BLT
4,9430981,Tidak Permanen,Sumur,PLN,Tidak Ada,Pegawai Swasta,Kontrak,0,0,0,1,1,0,1,55,Miskin,PKH
1,4794132,Permanen,Sumur,PLN,Ada,Pedagang Kecil,Milik Sendiri,0,1,0,0,1,0,0,20,Tidak Miskin,Tidak Layak Menerima
8,7831564,Permanen,Sumur,PLN,Ada,Petani,Kontrak,0,0,1,0,0,0,0,50,Miskin,PKH
2,8745087,Semi Permanen,Sumur,Tidak Ada,Tidak Ada,Pedagang Kecil,Kontrak,0,0,1,1,0,1,0,35,Rentan Miskin,BLT
4,6504770,Semi Permanen,Sumur,Tidak Ada,Tidak Ada,Pedagang Kecil,Sewa,0,1,1,1,1,1,0,15,Tidak Miskin,Tidak Layak Menerima
4,8546676,Tidak Permanen,Sungai,PLN,Ada,Pegawai Swasta,Milik Sendiri,0,1,1,1,0,0,1,50,Miskin,PKH
2,2163549,Semi Permanen,Sumur,PLN,Ada,Pegawai Swasta,Milik Sendiri,1,0,0,1,0,0,0,60,Miskin,PKH
3,5911217,Semi Permanen,Sungai,Tidak Ada,Ada,Pedagang Kecil,Sewa,0,0,1,1,0,1,0,35,Rentan Miskin,BLT
6,2232920,Tidak Permanen,Sumur,PLN,Ada,Pedagang Kecil,Milik Sendiri,1,0,0,0,1,0,1,75,Sangat Miskin,Bantuan Sembako
2,2456993,Permanen,PAM,Tidak Ada,Ada,Pedagang Kecil,Milik Sendiri,1,1,0,0,0,1,0,40,Rentan Miskin,BLT
4,1367850,Permanen,PAM,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Kontrak,1,1,0,0,0,0,0,55,Miskin,PKH
6,3832765,Semi Permanen,PAM,PLN,Ada,Pegawai Swasta,Sewa,1,1,1,0,1,0,0,50,Miskin,PKH
1,2976283,Tidak Permanen,Sungai,Listrik Non-PLN,Ada,Pegawai Swasta,Sewa,1,1,0,1,0,0,1,75,Sangat Miskin,Bantuan Sembako
2,9089422,Permanen,PAM,Tidak Ada,Tidak Ada,Petani,Milik Sendiri,0,1,1,0,1,1,0,10,Tidak Miskin,Tidak Layak Menerima
2,8431948,Permanen,PAM,PLN,Tidak Ada,Petani,Sewa,0,1,1,0,0,0,0,35,Rentan Miskin,BLT
8,4424319,Permanen,PAM,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Kontrak,1,0,1,0,1,1,0,50,Miskin,PKH
1,5629729,Semi Permanen,Sungai,Tidak Ada,Ada,Pegawai Swasta,Sewa,0,1,1,1,1,1,0,15,Tidak Miskin,Tidak Layak Menerima
2,4165787,Tidak Permanen,PAM,Tidak Ada,Tidak Ada,Petani,Sewa,1,1,0,0,1,1,1,55,Miskin,PKH
8,3102113,Tidak Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Sewa,1,0,0,1,0,0,1,90,Sangat Miskin,Bantuan Sembako
8,9790030,Permanen,PAM,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Milik Sendiri,0,0,0,0,1,0,0,35,Rentan Miskin,BLT
6,8624641,Tidak Permanen,Sungai,Listrik Non-PLN,Ada,Buruh Harian Lepas,Sewa,0,0,0,0,0,0,1,70,Sangat Miskin,Bantuan Sembako
6,948066,Tidak Permanen,PAM,Listrik Non-PLN,Tidak Ada,Petani,Milik Sendiri,1,1,0,1,1,0,1,65,Miskin,PKH
8,9133441,Semi Permanen,Sumur,Tidak Ada,Tidak Ada,Pedagang Kecil,Kontrak,0,1,1,1,0,1,0,30,Rentan Miskin,BLT
1,3512257,Semi Permanen,PAM,Listrik Non-PLN,Ada,Buruh Harian Lepas,Sewa,1,1,0,1,0,0,0,55,Miskin,PKH
5,5868759,Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Petani,Sewa,0,1,1,1,1,0,0,30,Rentan Miskin,BLT
3,3309419,Tidak Permanen,Sungai,Tidak Ada,Ada,Pedagang Kecil,Kontrak,1,1,1,1,1,1,1,55,Miskin,PKH
8,1666995,Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Petani,Sewa,1,0,0,0,1,0,0,60,Miskin,PKH
8,1489644,Tidak Permanen,Sungai,Listrik Non-PLN,Ada,Pegawai Swasta,Milik Sendiri,1,1,0,0,0,0,1,75,Sangat Miskin,Bantuan Sembako
8,6151635,Permanen,Sungai,Listrik Non-PLN,Ada,Buruh Harian Lepas,Sewa,0,1,0,0,0,0,0,40,Rentan Miskin,BLT
2,9704728,Tidak Permanen,Sungai,Listrik Non-PLN,Ada,Petani,Milik Sendiri,0,0,1,0,1,0,1,50,Miskin,PKH
5,2509625,Semi Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Sewa,1,0,0,1,1,0,0,60,Miskin,PKH
6,8923186,Permanen,PAM,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Kontrak,0,1,0,1,0,0,0,40,Rentan Miskin,BLT
1,916977,Semi Permanen,Sumur,PLN,Tidak Ada,Pegawai Swasta,Kontrak,1,0,0,0,0,0,0,65,Miskin,PKH
7,8835019,Permanen,PAM,Tidak Ada,Ada,Pedagang Kecil,Sewa,0,1,1,0,1,1,0,20,Tidak Miskin,Tidak Layak Menerima
4,3083830,Tidak Permanen,PAM,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Kontrak,1,1,1,1,1,1,1,55,Miskin,PKH
7,4136869,Semi Permanen,PAM,Tidak Ada,Ada,Pegawai Swasta,Sewa,1,1,0,1,1,1,0,40,Rentan Miskin,BLT
6,7170121,Tidak Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Petani,Milik Sendiri,0,1,0,0,1,0,1,45,Rentan Miskin,BLT
3,7993806,Tidak Permanen,Sumur,PLN,Ada,Pegawai Swasta,Milik Sendiri,0,1,1,1,0,0,1,50,Miskin,PKH
4,4707193,Permanen,Sungai,PLN,Tidak Ada,Buruh Harian Lepas,Kontrak,0,1,1,0,0,0,0,35,Rentan Miskin,BLT
8,5334421,Tidak Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Petani,Milik Sendiri,0,0,1,1,1,0,1,55,Miskin,PKH
2,5617229,Permanen,PAM,PLN,Ada,Buruh Harian Lepas,Sewa,0,0,1,1,1,0,0,35,Rentan Miskin,BLT
7,4387326,Permanen,Sungai,PLN,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,1,1,0,1,0,0,0,55,Miskin,PKH
4,6167857,Permanen,Sungai,PLN,Tidak Ada,Pedagang Kecil,Milik Sendiri,0,0,1,0,0,0,0,40,Rentan Miskin,BLT
5,1352715,Tidak Permanen,Sungai,Tidak Ada,Tidak Ada,Pegawai Swasta,Kontrak,1,0,1,0,0,1,1,80,Sangat Miskin,Bantuan Sembako
3,6997937,Tidak Permanen,Sungai,Listrik Non-PLN,Ada,Pegawai Swasta,Sewa,0,0,1,0,0,0,1,65,Miskin,PKH
7,9332129,Semi Permanen,PAM,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Milik Sendiri,0,1,1,1,0,0,0,35,Rentan Miskin,BLT
5,9051101,Semi Permanen,Sungai,PLN,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,0,1,0,0,0,0,0,35,Rentan Miskin,BLT
3,5977258,Semi Permanen,Sungai,Listrik Non-PLN,Ada,Buruh Harian Lepas,Milik Sendiri,0,0,1,0,0,0,0,40,Rentan Miskin,BLT
7,1330866,Tidak Permanen,Sumur,Listrik Non-PLN,Ada,Petani,Sewa,1,0,0,1,1,0,1,80,Sangat Miskin,Bantuan Sembako
3,5035899,Permanen,PAM,Listrik Non-PLN,Ada,Pegawai Swasta,Sewa,0,0,1,0,1,0,0,35,Rentan Miskin,BLT
1,6531539,Tidak Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Sewa,0,0,0,1,0,0,1,65,Miskin,PKH
2,3996915,Semi Permanen,PAM,PLN,Tidak Ada,Pegawai Swasta,Sewa,1,0,0,1,0,0,0,65,Miskin,PKH
6,2700130,Permanen,Sungai,Tidak Ada,Ada,Petani,Sewa,1,0,0,0,0,1,0,60,Miskin,PKH
7,2855858,Permanen,PAM,PLN,Ada,Pegawai Swasta,Sewa,1,1,0,0,1,0,0,50,Miskin,PKH
3,3001495,Permanen,PAM,Tidak Ada,Tidak Ada,Pedagang Kecil,Kontrak,1,1,0,0,0,1,0,45,Rentan Miskin,BLT
8,2488844,Semi Permanen,Sumur,Tidak Ada,Ada,Pegawai Swasta,Kontrak,1,1,0,1,0,1,0,50,Miskin,PKH
7,8873436,Permanen,Sumur,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,0,0,1,0,1,1,0,25,Tidak Miskin,Tidak Layak Menerima
1,6101020,Semi Permanen,PAM,Tidak Ada,Tidak Ada,Pedagang Kecil,Sewa,0,1,0,1,1,1,0,15,Tidak Miskin,Tidak Layak Menerima
3,1059711,Semi Permanen,PAM,PLN,Ada,Buruh Harian Lepas,Milik Sendiri,1,0,1,0,0,0,0,60,Miskin,PKH
6,7498770,Semi Permanen,Sumur,Listrik Non-PLN,Ada,Petani,Milik Sendiri,0,1,1,0,1,0,0,25,Tidak Miskin,Tidak Layak Menerima
5,5816001,Permanen,Sumur,PLN,Tidak Ada,Buruh Harian Lepas,Kontrak,0,1,1,1,0,0,0,40,Rentan Miskin,BLT
3,6344459,Tidak Permanen,Sungai,PLN,Tidak Ada,Petani,Kontrak,0,1,1,1,1,0,1,45,Rentan Miskin,BLT
3,8455645,Permanen,Sungai,Listrik Non-PLN,Ada,Petani,Milik Sendiri,0,0,1,1,1,0,0,30,Rentan Miskin,BLT
4,8497271,Semi Permanen,PAM,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Kontrak,0,0,0,1,0,0,0,45,Rentan Miskin,BLT
4,3945319,Tidak Permanen,Sungai,Tidak Ada,Tidak Ada,Petani,Milik Sendiri,1,0,0,1,1,1,1,60,Miskin,PKH
8,7189249,Permanen,Sungai,Listrik Non-PLN,Ada,Pedagang Kecil,Sewa,0,1,0,1,0,0,0,40,Rentan Miskin,BLT
8,3272573,Tidak Permanen,Sungai,Listrik Non-PLN,Ada,Pedagang Kecil,Kontrak,1,0,1,0,1,0,1,80,Sangat Miskin,Bantuan Sembako
5,3911697,Semi Permanen,Sungai,PLN,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,1,0,1,1,0,0,0,65,Miskin,PKH
1,5489846,Permanen,PAM,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,0,0,1,1,1,0,0,30,Rentan Miskin,BLT
8,3355674,Permanen,Sumur,Listrik Non-PLN,Ada,Pedagang Kecil,Milik Sendiri,1,0,0,0,0,0,0,65,Miskin,PKH
5,1709662,Permanen,Sumur,Tidak Ada,Tidak Ada,Petani,Kontrak,1,1,1,1,1,1,0,40,Rentan Miskin,BLT
3,5744462,Semi Permanen,Sungai,Listrik Non-PLN,Ada,Pedagang Kecil,Sewa,0,1,1,1,1,0,0,25,Tidak Miskin,Tidak Layak Menerima
3,2829569,Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Petani,Milik Sendiri,1,1,1,0,0,0,0,50,Miskin,PKH
3,8607017,Semi Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,0,0,0,0,0,0,0,40,Rentan Miskin,BLT
1,1153899,Semi Permanen,PAM,Listrik Non-PLN,Ada,Buruh Harian Lepas,Sewa,1,0,0,1,0,0,0,65,Miskin,PKH
2,1138696,Semi Permanen,Sungai,Listrik Non-PLN,Ada,Pedagang Kecil,Milik Sendiri,1,1,1,0,0,0,0,50,Miskin,PKH
5,6865843,Tidak Permanen,PAM,Tidak Ada,Tidak Ada,Pegawai Swasta,Sewa,0,0,0,0,0,1,1,60,Miskin,PKH
7,1700848,Tidak Permanen,Sumur,PLN,Ada,Petani,Sewa,1,1,1,1,0,0,1,80,Sangat Miskin,Bantuan Sembako
5,7491378,Permanen,PAM,Tidak Ada,Tidak Ada,Petani,Kontrak,0,1,1,1,1,1,0,20,Tidak Miskin,Tidak Layak Menerima
3,1789011,Permanen,Sumur,PLN,Ada,Petani,Kontrak,1,1,1,0,1,0,0,45,Rentan Miskin,BLT
1,568167,Tidak Permanen,Sumur,Tidak Ada,Tidak Ada,Petani,Kontrak,1,0,1,0,0,1,1,75,Sangat Miskin,Bantuan Sembako
4,2904512,Permanen,Sungai,Tidak Ada,Tidak Ada,Petani,Milik Sendiri,1,1,1,1,1,1,0,30,Rentan Miskin,BLT
4,8936162,Semi Permanen,Sumur,PLN,Ada,Buruh Harian Lepas,Milik Sendiri,0,1,0,0,1,0,0,20,Tidak Miskin,Tidak Layak Menerima
3,7513239,Permanen,PAM,PLN,Ada,Pedagang Kecil,Milik Sendiri,0,0,1,1,0,0,0,40,Rentan Miskin,BLT
5,2613282,Permanen,PAM,Tidak Ada,Tidak Ada,Petani,Sewa,1,1,0,0,1,1,0,40,Rentan Miskin,BLT
2,2975128,Tidak Permanen,Sungai,PLN,Ada,Pedagang Kecil,Sewa,1,0,1,0,0,0,1,85,Sangat Miskin,Bantuan Sembako
7,618658,Permanen,Sumur,Listrik Non-PLN,Ada,Pedagang Kecil,Milik Sendiri,1,0,1,1,0,0,0,65,Miskin,PKH
5,1815512,Semi Permanen,Sumur,PLN,Ada,Petani,Kontrak,1,0,0,0,1,0,0,60,Miskin,PKH
